checkmk,timestamp,cpu_usage(in %),memory_usage,disk_usage(in KB)
monitoring,2025-05-09T21:49:38,89.16%,1112.06,2322856
monitoring,2025-05-09T21:49:54,0.49%,1092.61,2322856
monitoring,2025-05-09T21:50:11,282.70%,1225.73,2322856
monitoring,2025-05-09T21:50:27,703.44%,2879.49,2322856
monitoring,2025-05-09T21:50:44,1.98%,1092.61,2322856
monitoring,2025-05-09T21:51:00,99.04%,1245.18,2322856
monitoring,2025-05-09T21:51:17,2.15%,1092.61,2322856
monitoring,2025-05-09T21:51:33,315.80%,1270.78,2322856
monitoring,2025-05-09T21:51:50,5.94%,1092.61,2322856
monitoring,2025-05-09T21:52:07,506.42%,3243.01,2322856
monitoring,2025-05-09T21:52:23,0.49%,1092.61,2322856
monitoring,2025-05-09T21:52:40,406.99%,1112.06,2322856
monitoring,2025-05-09T21:52:56,0.47%,1092.61,2322856
monitoring,2025-05-09T21:53:13,3.15%,1092.61,2322856
monitoring,2025-05-09T21:53:29,698.18%,1555.46,2322856
monitoring,2025-05-09T21:53:46,2.58%,1092.61,2322856
monitoring,2025-05-09T21:54:02,797.28%,2381.82,2322856
monitoring,2025-05-09T21:54:19,292.01%,1092.61,2322856
monitoring,2025-05-09T21:54:36,0.67%,1092.61,2322856
monitoring,2025-05-09T21:54:52,0.44%,1092.61,2322856
monitoring,2025-05-09T21:55:09,346.88%,1147.9,2322856
monitoring,2025-05-09T21:55:25,719.10%,2025.47,2322856
monitoring,2025-05-09T21:55:42,72.73%,1092.61,2322856
monitoring,2025-05-09T21:55:58,0.50%,1092.61,2322856
monitoring,2025-05-09T21:56:15,1.42%,1092.61,2322856
monitoring,2025-05-09T21:56:31,295.22%,1304.58,2322856
monitoring,2025-05-09T21:56:48,1.91%,1092.61,2322856
monitoring,2025-05-09T21:57:04,787.75%,2966.53,2322856
monitoring,2025-05-09T21:57:21,2.95%,1092.61,2322856
monitoring,2025-05-09T21:57:38,80.18%,1137.66,2322856
monitoring,2025-05-09T21:57:54,0.46%,1092.61,2322856
monitoring,2025-05-09T21:58:11,179.25%,1124.35,2322856
monitoring,2025-05-09T21:58:27,723.86%,2673.66,2322856
monitoring,2025-05-09T21:58:44,0.35%,1092.61,2322856
monitoring,2025-05-09T21:59:00,20.96%,1095.68,2322856
monitoring,2025-05-09T21:59:17,2.99%,1092.61,2322856
monitoring,2025-05-09T21:59:33,339.68%,1181.7,2322856
monitoring,2025-05-09T21:59:50,3.44%,1092.61,2322856
monitoring,2025-05-09T22:00:07,532.81%,3476.48,2322856
monitoring,2025-05-09T22:00:23,0.43%,1092.61,2322856
monitoring,2025-05-09T22:00:40,383.67%,1138.69,2322856
monitoring,2025-05-09T22:00:56,0.54%,1092.61,2322856
monitoring,2025-05-09T22:01:13,0.47%,1092.61,2322856
monitoring,2025-05-09T22:01:29,738.14%,1525.76,2322856
monitoring,2025-05-09T22:01:46,0.45%,1092.61,2322856
monitoring,2025-05-09T22:02:02,797.97%,2487.3,2322856
monitoring,2025-05-09T22:02:19,196.27%,1092.61,2322856
monitoring,2025-05-09T22:02:36,0.47%,1093.63,2322856
monitoring,2025-05-09T22:02:52,81.31%,1093.63,2322856
monitoring,2025-05-09T22:03:09,556.67%,1257.47,2322856
monitoring,2025-05-09T22:03:25,777.71%,2055.17,2322856
monitoring,2025-05-09T22:03:42,44.06%,1092.61,2322856
monitoring,2025-05-09T22:03:58,2.29%,1093.63,2322856
monitoring,2025-05-09T22:04:15,0.46%,1092.61,2322856
monitoring,2025-05-09T22:04:31,345.21%,1093.63,2322856
monitoring,2025-05-09T22:04:48,0.42%,1093.63,2322856
monitoring,2025-05-09T22:05:05,797.00%,3031.04,2322856
monitoring,2025-05-09T22:05:21,3.20%,1093.63,2322856
monitoring,2025-05-09T22:05:38,117.15%,1148.93,2322856
monitoring,2025-05-09T22:05:54,0.41%,1092.61,2322856
monitoring,2025-05-09T22:06:11,196.94%,1164.29,2322856
monitoring,2025-05-09T22:06:27,683.95%,2783.23,2322856
monitoring,2025-05-09T22:06:44,0.46%,1093.63,2322856
monitoring,2025-05-09T22:07:00,107.66%,1093.63,2322856
monitoring,2025-05-09T22:07:17,11.68%,1092.61,2322856
monitoring,2025-05-09T22:07:34,316.00%,1112.06,2322856
monitoring,2025-05-09T22:07:50,0.42%,1092.61,2322856
monitoring,2025-05-09T22:08:07,530.40%,3643.39,2322856
monitoring,2025-05-09T22:08:23,2.06%,1092.61,2322856
monitoring,2025-05-09T22:08:40,363.95%,1171.46,2322856
monitoring,2025-05-09T22:08:56,0.50%,1093.63,2322856
monitoring,2025-05-09T22:09:13,0.39%,1092.61,2322856
monitoring,2025-05-09T22:09:29,687.25%,1488.9,2322856
monitoring,2025-05-09T22:09:46,0.44%,1093.63,2322856
monitoring,2025-05-09T22:10:03,798.61%,2401.28,2322856
monitoring,2025-05-09T22:10:19,166.64%,1093.63,2322856
monitoring,2025-05-09T22:10:36,2.16%,1093.63,2322856
monitoring,2025-05-09T22:10:52,0.44%,1093.63,2322856
monitoring,2025-05-09T22:11:09,367.90%,1275.9,2322856
monitoring,2025-05-09T22:11:25,779.58%,2097.15,2322856
monitoring,2025-05-09T22:11:42,90.17%,1093.63,2322856
monitoring,2025-05-09T22:11:59,0.50%,1092.61,2322856
monitoring,2025-05-09T22:12:15,0.55%,1093.63,2322856
monitoring,2025-05-09T22:12:32,376.07%,1218.56,2322856
monitoring,2025-05-09T22:12:48,0.51%,1092.61,2322856
monitoring,2025-05-09T22:13:05,787.03%,3056.64,2322856
monitoring,2025-05-09T22:13:21,0.43%,1092.61,2322856
monitoring,2025-05-09T22:13:38,133.29%,1171.46,2322856
monitoring,2025-05-09T22:13:54,0.49%,1092.61,2322856
monitoring,2025-05-09T22:14:11,261.73%,1228.8,2322856
monitoring,2025-05-09T22:14:27,689.02%,2856.96,2322856
monitoring,2025-05-09T22:14:44,0.52%,1093.63,2322856
monitoring,2025-05-09T22:15:01,256.63%,1284.1,2322856
monitoring,2025-05-09T22:15:17,0.48%,1093.63,2322856
monitoring,2025-05-09T22:15:34,397.33%,1150.98,2322856
monitoring,2025-05-09T22:15:50,38.20%,1093.63,2322856
monitoring,2025-05-09T22:16:07,500.12%,3378.18,2322856
monitoring,2025-05-09T22:16:23,0.62%,1093.63,2322856
monitoring,2025-05-09T22:16:40,331.73%,1188.86,2322856
monitoring,2025-05-09T22:16:56,0.49%,1093.63,2322856
monitoring,2025-05-09T22:17:13,0.50%,1093.63,2322856
monitoring,2025-05-09T22:17:30,722.11%,1561.6,2322856
monitoring,2025-05-09T22:17:46,1.97%,1093.63,2322856
monitoring,2025-05-09T22:18:03,797.75%,2390.02,2322856
monitoring,2025-05-09T22:18:19,150.58%,1093.63,2322856
monitoring,2025-05-09T22:18:36,2.31%,1093.63,2322856
monitoring,2025-05-09T22:18:52,0.50%,1093.63,2322856
monitoring,2025-05-09T22:19:09,471.13%,1316.86,2322856
monitoring,2025-05-09T22:19:25,777.63%,2176,2322856
monitoring,2025-05-09T22:19:42,46.82%,1093.63,2322856
monitoring,2025-05-09T22:19:59,0.45%,1093.63,2322856
monitoring,2025-05-09T22:20:15,4.87%,1093.63,2322856
monitoring,2025-05-09T22:20:32,323.54%,1093.63,2322856
monitoring,2025-05-09T22:20:48,1.81%,1093.63,2322856
monitoring,2025-05-09T22:21:05,787.21%,3037.18,2322856
monitoring,2025-05-09T22:21:21,0.56%,1093.63,2322856
monitoring,2025-05-09T22:21:38,153.92%,1176.58,2322856
monitoring,2025-05-09T22:21:54,0.43%,1093.63,2322856
monitoring,2025-05-09T22:22:11,299.53%,1239.04,2322856
monitoring,2025-05-09T22:22:28,677.19%,2747.39,2322856
monitoring,2025-05-09T22:22:44,0.48%,1093.63,2322856
monitoring,2025-05-09T22:23:01,143.83%,1299.46,2322856
monitoring,2025-05-09T22:23:17,3.15%,1093.63,2322856
monitoring,2025-05-09T22:23:34,288.28%,1147.9,2322856
monitoring,2025-05-09T22:23:50,2.17%,1093.63,2322856
monitoring,2025-05-09T22:24:07,536.52%,2825.22,2322856
monitoring,2025-05-09T22:24:23,25.17%,1099.78,2322856
monitoring,2025-05-09T22:24:40,405.64%,1178.62,2322856
monitoring,2025-05-09T22:24:57,0.43%,1093.63,2322856
monitoring,2025-05-09T22:25:13,0.45%,1093.63,2322856
monitoring,2025-05-09T22:25:30,713.37%,1640.45,2322856
monitoring,2025-05-09T22:25:46,1.91%,1093.63,2322856
monitoring,2025-05-09T22:26:03,798.15%,2566.14,2322856
monitoring,2025-05-09T22:26:19,109.20%,1093.63,2322856
monitoring,2025-05-09T22:26:36,0.45%,1093.63,2322856
monitoring,2025-05-09T22:26:52,2.04%,1093.63,2322856
monitoring,2025-05-09T22:27:09,372.32%,1316.86,2322856
monitoring,2025-05-09T22:27:26,768.74%,2137.09,2322856
monitoring,2025-05-09T22:27:42,27.23%,1093.63,2322856
monitoring,2025-05-09T22:27:59,0.51%,1093.63,2322856
monitoring,2025-05-09T22:28:15,0.51%,1093.63,2322856
monitoring,2025-05-09T22:28:32,312.87%,1127.42,2322856
monitoring,2025-05-09T22:28:48,22.14%,1100.8,2322856
monitoring,2025-05-09T22:29:05,791.34%,3194.88,2322856
monitoring,2025-05-09T22:29:21,3.35%,1093.63,2322856
monitoring,2025-05-09T22:29:38,171.29%,1192.96,2322856
monitoring,2025-05-09T22:29:55,4.33%,1093.63,2322856
monitoring,2025-05-09T22:30:11,331.63%,1287.17,2322856
monitoring,2025-05-09T22:30:28,657.59%,2686.98,2322856
monitoring,2025-05-09T22:30:44,3.14%,1093.63,2322856
monitoring,2025-05-09T22:31:01,198.17%,1401.86,2322856
monitoring,2025-05-09T22:31:17,0.49%,1093.63,2322856
monitoring,2025-05-09T22:31:34,357.96%,1152,2322856
monitoring,2025-05-09T22:31:50,1.62%,1093.63,2322856
monitoring,2025-05-09T22:32:07,549.66%,3274.75,2322856
monitoring,2025-05-09T22:32:24,33.08%,1196.03,2322856
monitoring,2025-05-09T22:32:40,309.52%,1198.08,2322856
monitoring,2025-05-09T22:32:57,2.16%,1093.63,2322856
monitoring,2025-05-09T22:33:13,0.45%,1093.63,2322856
monitoring,2025-05-09T22:33:30,699.61%,1498.11,2322856
monitoring,2025-05-09T22:33:46,15.78%,1094.66,2322856
monitoring,2025-05-09T22:34:03,797.64%,2414.59,2322856
monitoring,2025-05-09T22:34:19,29.72%,1093.63,2322856
monitoring,2025-05-09T22:34:36,0.50%,1093.63,2322856
monitoring,2025-05-09T22:34:53,1.69%,1094.66,2322856
monitoring,2025-05-09T22:35:09,410.82%,1296.38,2322856
monitoring,2025-05-09T22:35:26,779.42%,2172.93,2322856
monitoring,2025-05-09T22:35:42,19.45%,1093.63,2322856
monitoring,2025-05-09T22:35:59,2.33%,1094.66,2322856
monitoring,2025-05-09T22:36:15,0.44%,1093.63,2322856
monitoring,2025-05-09T22:36:32,268.57%,1146.88,2322856
monitoring,2025-05-09T22:36:48,0.45%,1093.63,2322856
monitoring,2025-05-09T22:37:05,783.80%,3196.93,2322856
monitoring,2025-05-09T22:37:22,0.48%,1094.66,2322856
monitoring,2025-05-09T22:37:38,205.20%,1201.15,2322856
monitoring,2025-05-09T22:37:55,1.65%,1094.66,2322856
monitoring,2025-05-09T22:38:11,341.08%,1298.43,2322856
monitoring,2025-05-09T22:38:28,625.20%,2713.6,2322856
monitoring,2025-05-09T22:38:44,4.44%,1094.66,2322856
monitoring,2025-05-09T22:39:01,352.98%,1465.34,2322856
monitoring,2025-05-09T22:39:17,0.43%,1094.66,2322856
monitoring,2025-05-09T22:39:34,277.35%,1149.95,2322856
monitoring,2025-05-09T22:39:50,0.48%,1094.66,2322856
monitoring,2025-05-09T22:40:07,527.38%,3430.4,2322856
monitoring,2025-05-09T22:40:24,48.60%,1224.7,2322856
monitoring,2025-05-09T22:40:40,333.44%,1196.03,2322856
monitoring,2025-05-09T22:40:57,2.09%,1094.66,2322856
monitoring,2025-05-09T22:41:13,0.52%,1094.66,2322856
monitoring,2025-05-09T22:41:30,686.60%,1357.82,2322856
monitoring,2025-05-09T22:41:46,0.45%,1094.66,2322856
monitoring,2025-05-09T22:42:03,796.44%,2460.67,2322856
monitoring,2025-05-09T22:42:19,16.48%,1094.66,2322856
monitoring,2025-05-09T22:42:36,3.24%,1094.66,2322856
monitoring,2025-05-09T22:42:53,0.54%,1094.66,2322856
monitoring,2025-05-09T22:43:09,510.33%,1334.27,2322856
monitoring,2025-05-09T22:43:26,769.40%,2217.98,2322856
monitoring,2025-05-09T22:43:42,11.29%,1094.66,2322856
monitoring,2025-05-09T22:43:59,1.95%,1094.66,2322856
monitoring,2025-05-09T22:44:15,0.47%,1094.66,2322856
monitoring,2025-05-09T22:44:32,281.54%,1147.9,2322856
monitoring,2025-05-09T22:44:48,0.44%,1094.66,2322856
monitoring,2025-05-09T22:45:05,796.69%,3237.89,2322856
monitoring,2025-05-09T22:45:22,0.50%,1094.66,2322856
monitoring,2025-05-09T22:45:38,173.01%,1193.98,2322856
monitoring,2025-05-09T22:45:55,0.44%,1094.66,2322856
monitoring,2025-05-09T22:46:11,453.81%,1333.25,2322856
monitoring,2025-05-09T22:46:28,552.72%,2739.2,2322856
monitoring,2025-05-09T22:46:44,30.35%,1100.8,2322856
monitoring,2025-05-09T22:47:01,263.99%,1380.35,2322856
monitoring,2025-05-09T22:47:17,0.56%,1094.66,2322856
monitoring,2025-05-09T22:47:34,239.45%,1161.22,2322856
monitoring,2025-05-09T22:47:51,0.45%,1094.66,2322856
monitoring,2025-05-09T22:48:07,628.49%,2618.37,2322856
monitoring,2025-05-09T22:48:24,30.00%,1168.38,2322856
monitoring,2025-05-09T22:48:40,364.55%,1227.78,2322856
monitoring,2025-05-09T22:48:57,0.50%,1094.66,2322856
monitoring,2025-05-09T22:49:13,76.70%,1094.66,2322856
monitoring,2025-05-09T22:49:30,640.13%,1323.01,2322856
monitoring,2025-05-09T22:49:46,0.47%,1094.66,2322856
monitoring,2025-05-09T22:50:03,797.52%,2603.01,2322856
monitoring,2025-05-09T22:50:20,21.12%,1094.66,2322856
monitoring,2025-05-09T22:50:36,0.49%,1094.66,2322856
monitoring,2025-05-09T22:50:53,0.46%,1094.66,2322856
monitoring,2025-05-09T22:51:09,502.43%,1434.62,2322856
monitoring,2025-05-09T22:51:26,783.02%,2289.66,2322856
monitoring,2025-05-09T22:51:42,63.35%,1094.66,2322856
monitoring,2025-05-09T22:51:59,0.43%,1094.66,2322856
monitoring,2025-05-09T22:52:16,81.75%,1094.66,2322856
monitoring,2025-05-09T22:52:32,228.45%,1161.22,2322856
monitoring,2025-05-09T22:52:49,0.48%,1094.66,2322856
monitoring,2025-05-09T22:53:05,786.50%,3135.49,2322856
monitoring,2025-05-09T22:53:22,0.46%,1094.66,2322856
monitoring,2025-05-09T22:53:38,204.13%,1217.54,2322856
monitoring,2025-05-09T22:53:55,0.48%,1094.66,2322856
monitoring,2025-05-09T22:54:11,435.64%,1318.91,2322856
monitoring,2025-05-09T22:54:28,600.32%,2631.68,2322856
monitoring,2025-05-09T22:54:45,4.52%,1094.66,2322856
monitoring,2025-05-09T22:55:01,537.84%,1668.1,2322856
monitoring,2025-05-09T22:55:18,95.23%,1189.89,2322856
monitoring,2025-05-09T22:55:34,219.63%,1177.6,2322856
monitoring,2025-05-09T22:55:51,45.76%,1092.61,2322856
monitoring,2025-05-09T22:56:07,608.50%,2752.51,2322856
monitoring,2025-05-09T22:56:24,162.31%,1324.03,2322856
monitoring,2025-05-09T22:56:40,284.95%,1253.38,2322856
monitoring,2025-05-09T22:56:57,0.48%,1092.61,2322856
monitoring,2025-05-09T22:57:14,2.85%,1092.61,2322856
monitoring,2025-05-09T22:57:30,542.57%,1162.24,2322856
monitoring,2025-05-09T22:57:47,1.26%,1093.63,2322856
monitoring,2025-05-09T22:58:03,797.26%,2606.08,2322856
monitoring,2025-05-09T22:58:20,48.70%,1137.66,2322856
monitoring,2025-05-09T22:58:36,0.47%,1091.58,2322856
monitoring,2025-05-09T22:58:53,0.45%,1092.61,2322856
monitoring,2025-05-09T22:59:09,538.12%,1403.9,2322856
monitoring,2025-05-09T22:59:26,786.24%,2327.55,2322856
monitoring,2025-05-09T22:59:43,0.51%,1092.61,2322856
monitoring,2025-05-09T22:59:59,0.47%,1091.58,2322856
monitoring,2025-05-09T23:00:16,1.71%,1092.61,2322856
monitoring,2025-05-09T23:00:32,250.53%,1181.7,2322856
monitoring,2025-05-09T23:00:49,42.48%,1092.61,2322856
monitoring,2025-05-09T23:01:05,785.22%,3293.18,2322856
monitoring,2025-05-09T23:01:22,21.03%,1110.02,2322856
monitoring,2025-05-09T23:01:38,230.49%,1225.73,2322856
monitoring,2025-05-09T23:01:55,2.06%,1092.61,2322856
monitoring,2025-05-09T23:02:12,401.65%,1092.61,2322856
monitoring,2025-05-09T23:02:28,587.05%,2453.5,2322856
monitoring,2025-05-09T23:02:45,0.48%,1092.61,2322856
monitoring,2025-05-09T23:03:01,687.55%,1773.57,2322856
monitoring,2025-05-09T23:03:18,796.57%,1682.43,2322856
monitoring,2025-05-09T23:03:34,759.35%,2394.11,2322856
monitoring,2025-05-09T23:03:51,329.08%,1199.1,2322856
monitoring,2025-05-09T23:04:07,501.30%,3251.2,2322856
monitoring,2025-05-09T23:04:24,289.16%,1464.32,2322856
monitoring,2025-05-09T23:04:41,242.57%,1092.61,2322856
monitoring,2025-05-09T23:04:57,15.84%,1098.75,2322856
monitoring,2025-05-09T23:05:14,715.35%,1460.22,2322856
monitoring,2025-05-09T23:05:30,722.60%,1727.49,2322856
monitoring,2025-05-09T23:05:47,106.85%,1114.11,2322856
monitoring,2025-05-09T23:06:03,793.60%,2580.48,2322856
monitoring,2025-05-09T23:06:20,1.92%,1092.61,2322856
monitoring,2025-05-09T23:06:36,0.41%,1092.61,2322856
monitoring,2025-05-09T23:06:53,0.49%,1092.61,2322856
monitoring,2025-05-09T23:07:10,577.17%,1100.8,2322856
monitoring,2025-05-09T23:07:26,786.39%,2338.82,2322856
monitoring,2025-05-09T23:07:43,0.52%,1092.61,2322856
monitoring,2025-05-09T23:07:59,2.95%,1092.61,2322856
monitoring,2025-05-09T23:08:16,0.53%,1092.61,2322856
monitoring,2025-05-09T23:08:32,196.78%,1188.86,2322856
monitoring,2025-05-09T23:08:49,0.45%,1092.61,2322856
monitoring,2025-05-09T23:09:05,742.43%,3559.42,2322856
monitoring,2025-05-09T23:09:22,15.78%,1092.61,2322856
monitoring,2025-05-09T23:09:39,253.15%,1226.75,2322856
monitoring,2025-05-09T23:09:55,0.50%,1092.61,2322856
monitoring,2025-05-09T23:10:12,412.71%,1093.63,2322856
monitoring,2025-05-09T23:10:28,547.38%,2793.47,2322856
monitoring,2025-05-09T23:10:45,0.44%,1092.61,2322856
monitoring,2025-05-09T23:11:01,636.97%,1908.74,2322856
monitoring,2025-05-09T23:11:18,194.02%,1251.33,2322856
monitoring,2025-05-09T23:11:34,184.49%,1181.7,2322856
monitoring,2025-05-09T23:11:51,0.40%,1092.61,2322856
monitoring,2025-05-09T23:12:08,686.15%,1691.65,2322856
monitoring,2025-05-09T23:12:24,473.16%,1579.01,2322856
monitoring,2025-05-09T23:12:41,241.51%,1097.73,2322856
monitoring,2025-05-09T23:12:57,0.47%,1092.61,2322856
monitoring,2025-05-09T23:13:14,0.48%,1092.61,2322856
monitoring,2025-05-09T23:13:30,671.07%,1266.69,2322856
monitoring,2025-05-09T23:13:47,17.79%,1092.61,2322856
monitoring,2025-05-09T23:14:03,797.53%,2697.22,2322856
monitoring,2025-05-09T23:14:20,0.63%,1092.61,2322856
monitoring,2025-05-09T23:14:36,0.54%,1092.61,2322856
monitoring,2025-05-09T23:14:53,0.47%,1092.61,2322856
monitoring,2025-05-09T23:15:10,592.87%,1203.2,2322856
monitoring,2025-05-09T23:15:26,767.77%,2353.15,2322856
monitoring,2025-05-09T23:15:43,2.36%,1093.63,2322856
monitoring,2025-05-09T23:15:59,0.41%,1092.61,2322856
monitoring,2025-05-09T23:16:16,0.51%,1092.61,2322856
monitoring,2025-05-09T23:16:32,177.00%,1181.7,2322856
monitoring,2025-05-09T23:16:49,0.49%,1092.61,2322856
monitoring,2025-05-09T23:17:05,753.79%,3350.53,2322856
monitoring,2025-05-09T23:17:22,6.76%,1092.61,2322856
monitoring,2025-05-09T23:17:39,304.89%,1157.12,2322856
monitoring,2025-05-09T23:17:55,0.49%,1092.61,2322856
monitoring,2025-05-09T23:18:12,337.81%,1093.63,2322856
monitoring,2025-05-09T23:18:28,548.95%,2539.52,2322856
monitoring,2025-05-09T23:18:45,1.96%,1093.63,2322856
monitoring,2025-05-09T23:19:01,729.24%,1870.85,2322856
monitoring,2025-05-09T23:19:18,302.04%,1295.36,2322856
monitoring,2025-05-09T23:19:35,159.34%,1093.63,2322856
monitoring,2025-05-09T23:19:51,0.45%,1092.61,2322856
monitoring,2025-05-09T23:20:08,626.83%,2578.43,2322856
monitoring,2025-05-09T23:20:24,377.43%,1525.76,2322856
monitoring,2025-05-09T23:20:41,219.50%,1117.18,2322856
monitoring,2025-05-09T23:20:57,0.41%,1092.61,2322856
monitoring,2025-05-09T23:21:14,3.32%,1093.63,2322856
monitoring,2025-05-09T23:21:30,459.66%,1182.72,2322856
monitoring,2025-05-09T23:21:47,2.98%,1093.63,2322856
monitoring,2025-05-09T23:22:04,798.36%,2619.39,2322856
monitoring,2025-05-09T23:22:20,2.18%,1093.63,2322856
monitoring,2025-05-09T23:22:37,8.61%,1101.82,2322856
monitoring,2025-05-09T23:22:53,0.46%,1093.63,2322856
monitoring,2025-05-09T23:23:10,611.64%,1145.86,2322856
monitoring,2025-05-09T23:23:26,768.24%,2363.39,2322856
monitoring,2025-05-09T23:23:43,1.74%,1093.63,2322856
monitoring,2025-05-09T23:23:59,0.48%,1093.63,2322856
monitoring,2025-05-09T23:24:16,2.17%,1093.63,2322856
monitoring,2025-05-09T23:24:33,160.52%,1094.66,2322856
monitoring,2025-05-09T23:24:49,2.46%,1093.63,2322856
monitoring,2025-05-09T23:25:06,695.18%,3522.56,2322856
monitoring,2025-05-09T23:25:22,7.90%,1093.63,2322856
monitoring,2025-05-09T23:25:39,272.89%,1145.86,2322856
monitoring,2025-05-09T23:25:55,0.36%,1093.63,2322856
monitoring,2025-05-09T23:26:12,328.23%,1093.63,2322856
monitoring,2025-05-09T23:26:28,639.87%,2253.82,2322856
monitoring,2025-05-09T23:26:45,48.33%,1093.63,2322856
monitoring,2025-05-09T23:27:02,689.07%,1851.39,2322856
monitoring,2025-05-09T23:27:18,242.55%,1270.78,2322856
monitoring,2025-05-09T23:27:35,165.00%,1093.63,2322856
monitoring,2025-05-09T23:27:51,3.57%,1093.63,2322856
monitoring,2025-05-09T23:28:08,717.38%,1370.11,2322856
monitoring,2025-05-09T23:28:24,500.82%,1643.52,2322856
monitoring,2025-05-09T23:28:41,189.25%,1120.26,2322856
monitoring,2025-05-09T23:28:57,0.51%,1093.63,2322856
monitoring,2025-05-09T23:29:14,0.53%,1093.63,2322856
monitoring,2025-05-09T23:29:31,310.84%,1141.76,2322856
monitoring,2025-05-09T23:29:47,2.10%,1093.63,2322856
monitoring,2025-05-09T23:30:04,797.04%,2702.34,2322856
monitoring,2025-05-09T23:30:20,1.84%,1093.63,2322856
monitoring,2025-05-09T23:30:37,17.58%,1110.02,2322856
monitoring,2025-05-09T23:30:53,2.20%,1094.66,2322856
monitoring,2025-05-09T23:31:10,447.29%,1148.93,2322856
monitoring,2025-05-09T23:31:26,797.28%,2438.14,2322856
monitoring,2025-05-09T23:31:43,26.38%,1094.66,2322856
monitoring,2025-05-09T23:32:00,2.47%,1093.63,2322856
monitoring,2025-05-09T23:32:16,0.50%,1093.63,2322856
monitoring,2025-05-09T23:32:33,162.69%,1099.78,2322856
monitoring,2025-05-09T23:32:49,3.03%,1093.63,2322856
monitoring,2025-05-09T23:33:06,640.15%,3348.48,2322856
monitoring,2025-05-09T23:33:22,3.24%,1094.66,2322856
monitoring,2025-05-09T23:33:39,414.34%,1249.28,2322856
monitoring,2025-05-09T23:33:55,0.49%,1093.63,2322856
monitoring,2025-05-09T23:34:12,180.49%,1093.63,2322856
monitoring,2025-05-09T23:34:29,633.61%,2009.09,2322856
monitoring,2025-05-09T23:34:45,0.41%,1093.63,2322856
monitoring,2025-05-09T23:35:02,798.34%,2065.41,2322856
