prometheus,timestamp,cpu_usage(in %),memory_usage,disk_usage(in KB)
prometheus,2025-05-08T13:03:19,0.21%,198.9,309008
prometheus,2025-05-08T13:03:35,0.43%,198.9,309196
prometheus,2025-05-08T13:03:52,0.23%,198.9,309348
prometheus,2025-05-08T13:04:08,1.02%,199.2,309500
prometheus,2025-05-08T13:04:25,0.20%,198.9,309704
prometheus,2025-05-08T13:04:42,0.60%,198.9,309880
prometheus,2025-05-08T13:04:58,1.18%,198.9,310000
prometheus,2025-05-08T13:05:15,0.76%,198.9,310208
prometheus,2025-05-08T13:05:31,0.83%,198.9,310368
prometheus,2025-05-08T13:05:48,0.63%,198.9,310536
prometheus,2025-05-08T13:06:04,0.94%,198.9,310680
prometheus,2025-05-08T13:06:21,0.61%,198.9,310880
prometheus,2025-05-08T13:06:37,0.79%,198.9,311072
prometheus,2025-05-08T13:06:54,0.00%,198.9,311212
prometheus,2025-05-08T13:07:10,1.41%,199,311396
prometheus,2025-05-08T13:07:27,0.40%,198.9,311572
prometheus,2025-05-08T13:07:43,0.58%,199,311752
prometheus,2025-05-08T13:08:00,0.91%,199.2,311888
prometheus,2025-05-08T13:08:16,0.34%,199,312080
prometheus,2025-05-08T13:08:33,0.78%,199.3,312256
prometheus,2025-05-08T13:08:50,1.18%,199.3,312412
prometheus,2025-05-08T13:09:06,0.68%,199.3,312568
prometheus,2025-05-08T13:09:23,0.39%,199.3,312764
prometheus,2025-05-08T13:09:39,1.35%,199.3,312956
prometheus,2025-05-08T13:09:56,0.40%,199.3,313072
prometheus,2025-05-08T13:10:12,0.00%,199.3,313280
prometheus,2025-05-08T13:10:29,0.25%,199.4,313444
prometheus,2025-05-08T13:10:45,0.24%,199.4,313628
prometheus,2025-05-08T13:11:02,0.78%,199.5,313760
prometheus,2025-05-08T13:11:18,0.97%,199.5,313952
prometheus,2025-05-08T13:11:35,0.67%,199.5,314140
prometheus,2025-05-08T13:11:51,0.00%,199.5,314300
prometheus,2025-05-08T13:12:08,1.57%,199.5,314440
prometheus,2025-05-08T13:12:25,1.06%,199.6,314644
prometheus,2025-05-08T13:12:41,0.30%,199.6,314828
prometheus,2025-05-08T13:12:58,1.15%,199.7,314944
prometheus,2025-05-08T13:13:14,1.53%,199.7,315156
prometheus,2025-05-08T13:13:31,0.92%,199.7,315308
prometheus,2025-05-08T13:13:47,0.25%,199.7,315492
prometheus,2025-05-08T13:14:04,0.32%,199.7,315636
prometheus,2025-05-08T13:14:20,0.26%,199.7,315836
prometheus,2025-05-08T13:14:37,1.16%,199.8,316020
prometheus,2025-05-08T13:14:53,0.00%,199.7,316164
prometheus,2025-05-08T13:15:10,2.18%,199.8,316336
prometheus,2025-05-08T13:15:26,0.61%,199.8,316524
prometheus,2025-05-08T13:15:43,0.99%,199.8,316708
prometheus,2025-05-08T13:15:59,0.77%,199.8,316836
prometheus,2025-05-08T13:16:16,0.29%,199.8,317036
prometheus,2025-05-08T13:16:33,1.23%,200.1,317200
prometheus,2025-05-08T13:16:49,0.55%,199.9,317364
prometheus,2025-05-08T13:17:06,1.36%,199.9,317516
prometheus,2025-05-08T13:17:22,0.19%,199.9,317712
prometheus,2025-05-08T13:17:39,0.40%,199.9,317912
prometheus,2025-05-08T13:17:55,0.77%,199.9,318024
prometheus,2025-05-08T13:18:12,0.49%,199.9,318228
prometheus,2025-05-08T13:18:28,0.45%,200,318396
prometheus,2025-05-08T13:18:45,0.69%,200,318576
prometheus,2025-05-08T13:19:01,0.71%,200.3,318712
prometheus,2025-05-08T13:19:18,0.95%,200.3,318900
prometheus,2025-05-08T13:19:34,1.14%,200.3,319084
prometheus,2025-05-08T13:19:51,1.28%,200,319240
prometheus,2025-05-08T13:20:08,0.77%,200.1,319392
prometheus,2025-05-08T13:20:24,1.01%,200.1,319596
prometheus,2025-05-08T13:20:41,0.23%,200.1,319784
prometheus,2025-05-08T13:20:57,0.48%,200.1,319900
prometheus,2025-05-08T13:21:14,0.36%,200.1,320108
prometheus,2025-05-08T13:21:30,0.81%,200.1,320260
prometheus,2025-05-08T13:21:47,0.00%,200.1,320444
prometheus,2025-05-08T13:22:03,0.00%,200.1,320588
prometheus,2025-05-08T13:22:20,0.78%,200.1,320776
prometheus,2025-05-08T13:22:36,1.44%,200.2,320964
prometheus,2025-05-08T13:22:53,0.00%,200.2,321112
prometheus,2025-05-08T13:23:09,1.83%,200.5,321280
prometheus,2025-05-08T13:23:26,0.61%,200.3,321468
prometheus,2025-05-08T13:23:42,0.00%,200.2,321652
prometheus,2025-05-08T13:23:59,1.06%,200.2,321776
prometheus,2025-05-08T13:24:16,0.21%,200.2,321976
prometheus,2025-05-08T13:24:32,1.30%,200.4,322144
prometheus,2025-05-08T13:24:49,0.57%,200.4,322304
prometheus,2025-05-08T13:25:05,0.71%,200.4,322456
prometheus,2025-05-08T13:25:22,0.92%,200.4,322652
prometheus,2025-05-08T13:25:38,0.69%,200.4,322844
prometheus,2025-05-08T13:25:55,0.76%,200.5,322964
prometheus,2025-05-08T13:26:11,0.48%,200.7,323168
prometheus,2025-05-08T13:26:28,0.53%,200.7,323336
prometheus,2025-05-08T13:26:44,0.54%,200.8,323516
prometheus,2025-05-08T13:27:01,0.86%,200.8,323644
prometheus,2025-05-08T13:27:17,0.75%,200.8,323840
prometheus,2025-05-08T13:27:34,0.70%,200.8,324024
prometheus,2025-05-08T13:27:51,1.03%,200.8,324176
prometheus,2025-05-08T13:28:07,0.63%,201,324332
prometheus,2025-05-08T13:28:24,0.63%,201,324528
prometheus,2025-05-08T13:28:40,0.21%,201,324724
prometheus,2025-05-08T13:28:57,0.61%,201,324832
prometheus,2025-05-08T13:29:13,0.83%,201,325036
prometheus,2025-05-08T13:29:30,0.62%,201,325200
prometheus,2025-05-08T13:29:46,0.00%,201,325384
prometheus,2025-05-08T13:30:03,0.20%,201,325528
prometheus,2025-05-08T13:30:19,0.76%,201,325716
prometheus,2025-05-08T13:30:36,1.18%,201.1,325908
prometheus,2025-05-08T13:30:52,0.21%,201.1,326056
prometheus,2025-05-08T13:31:09,1.41%,201.3,326216
prometheus,2025-05-08T13:31:26,0.53%,201.1,326412
prometheus,2025-05-08T13:31:42,0.64%,201.1,326588
prometheus,2025-05-08T13:31:59,1.17%,201.1,326720
prometheus,2025-05-08T13:32:15,0.22%,201.1,326928
prometheus,2025-05-08T13:32:32,0.95%,201.1,327080
prometheus,2025-05-08T13:32:48,0.44%,201.1,327248
prometheus,2025-05-08T13:33:05,0.90%,201.1,327392
prometheus,2025-05-08T13:33:21,1.25%,201.2,327592
prometheus,2025-05-08T13:33:38,0.60%,201.2,327796
prometheus,2025-05-08T13:33:54,0.08%,201.2,327916
prometheus,2025-05-08T13:34:11,0.78%,201.4,328108
prometheus,2025-05-08T13:34:27,0.00%,201.2,328288
prometheus,2025-05-08T13:34:44,0.24%,201.2,328468
prometheus,2025-05-08T13:35:00,1.33%,201.4,328596
prometheus,2025-05-08T13:35:17,0.20%,201.4,328792
prometheus,2025-05-08T13:35:34,0.98%,201.4,328964
prometheus,2025-05-08T13:35:50,1.16%,201.2,329120
prometheus,2025-05-08T13:36:07,0.20%,201.2,329280
prometheus,2025-05-08T13:36:23,0.86%,201.2,329472
prometheus,2025-05-08T13:36:40,0.65%,201.2,329664
prometheus,2025-05-08T13:36:56,0.42%,201.2,329784
prometheus,2025-05-08T13:37:13,0.79%,201.2,329988
prometheus,2025-05-08T13:37:29,0.32%,201.2,330152
prometheus,2025-05-08T13:37:46,0.00%,201.2,330340
prometheus,2025-05-08T13:38:02,0.54%,201.3,330476
prometheus,2025-05-08T13:38:19,0.23%,201.2,330668
prometheus,2025-05-08T13:38:35,0.45%,201.3,330856
prometheus,2025-05-08T13:38:52,0.22%,201.3,331008
prometheus,2025-05-08T13:39:08,0.86%,201.5,331160
prometheus,2025-05-08T13:39:25,0.18%,201.3,331360
prometheus,2025-05-08T13:39:41,0.55%,201.3,331540
prometheus,2025-05-08T13:39:58,0.80%,201.3,331660
prometheus,2025-05-08T13:40:15,0.67%,201.3,331864
prometheus,2025-05-08T13:40:31,0.86%,201.3,332028
prometheus,2025-05-08T13:40:48,0.69%,201.3,332196
prometheus,2025-05-08T13:41:04,1.49%,201.4,332340
prometheus,2025-05-08T13:41:21,1.14%,201.4,332540
prometheus,2025-05-08T13:41:37,0.81%,201.3,332732
prometheus,2025-05-08T13:41:54,0.00%,201.3,332868
prometheus,2025-05-08T13:42:10,1.08%,201.6,333056
prometheus,2025-05-08T13:42:27,0.41%,201.4,333232
prometheus,2025-05-08T13:42:43,0.70%,201.4,333412
prometheus,2025-05-08T13:43:00,0.88%,201.4,333548
prometheus,2025-05-08T13:43:16,0.32%,201.4,333740
prometheus,2025-05-08T13:43:33,0.92%,201.4,333920
prometheus,2025-05-08T13:43:49,0.76%,201.6,334072
prometheus,2025-05-08T13:44:06,0.70%,201.4,334228
prometheus,2025-05-08T13:44:23,0.30%,201.4,334428
prometheus,2025-05-08T13:44:39,1.36%,201.5,334616
prometheus,2025-05-08T13:44:56,0.48%,201.4,334732
prometheus,2025-05-08T13:45:12,0.00%,201.5,336572
prometheus,2025-05-08T13:45:29,0.21%,201.5,336732
prometheus,2025-05-08T13:45:45,0.32%,201.5,336916
prometheus,2025-05-08T13:46:02,0.69%,201.5,337044
prometheus,2025-05-08T13:46:18,0.61%,201.5,337240
prometheus,2025-05-08T13:46:35,0.98%,201.7,337424
prometheus,2025-05-08T13:46:51,0.00%,201.6,337588
prometheus,2025-05-08T13:47:08,1.45%,201.9,337728
prometheus,2025-05-08T13:47:24,0.74%,201.6,337932
prometheus,2025-05-08T13:47:41,0.34%,201.6,338116
prometheus,2025-05-08T13:47:58,1.42%,201.6,338232
prometheus,2025-05-08T13:48:14,0.69%,201.7,338444
prometheus,2025-05-08T13:48:31,0.81%,201.8,338596
prometheus,2025-05-08T13:48:47,0.31%,201.8,338780
prometheus,2025-05-08T13:49:04,0.40%,201.8,338924
prometheus,2025-05-08T13:49:20,0.27%,201.8,339124
prometheus,2025-05-08T13:49:37,1.45%,201.9,339304
prometheus,2025-05-08T13:49:53,0.00%,201.8,339452
prometheus,2025-05-08T13:50:10,1.19%,202.1,339624
prometheus,2025-05-08T13:50:26,1.00%,201.8,339808
prometheus,2025-05-08T13:50:43,0.85%,202.1,339996
prometheus,2025-05-08T13:50:59,0.76%,201.9,340128
prometheus,2025-05-08T13:51:16,0.05%,201.9,340324
prometheus,2025-05-08T13:51:32,0.85%,202.1,340492
prometheus,2025-05-08T13:51:49,0.60%,201.9,340652
prometheus,2025-05-08T13:52:06,1.04%,201.9,340800
prometheus,2025-05-08T13:52:22,0.39%,201.9,341004
prometheus,2025-05-08T13:52:39,0.38%,201.9,341200
prometheus,2025-05-08T13:52:55,0.63%,201.9,341312
prometheus,2025-05-08T13:53:12,0.43%,202.2,341520
prometheus,2025-05-08T13:53:28,0.71%,202,341688
prometheus,2025-05-08T13:53:45,0.69%,202,341868
prometheus,2025-05-08T13:54:01,0.60%,202,342008
prometheus,2025-05-08T13:54:18,0.93%,202,342196
prometheus,2025-05-08T13:54:34,1.29%,202,342376
prometheus,2025-05-08T13:54:51,0.83%,202,342532
prometheus,2025-05-08T13:55:07,0.84%,202,342688
prometheus,2025-05-08T13:55:24,0.94%,202.3,342884
prometheus,2025-05-08T13:55:40,0.20%,202,343076
prometheus,2025-05-08T13:55:57,0.46%,202,343192
prometheus,2025-05-08T13:56:14,0.72%,202,343396
prometheus,2025-05-08T13:56:30,16.17%,202,343556
prometheus,2025-05-08T13:56:47,0.00%,202,343740
prometheus,2025-05-08T13:57:03,0.00%,202,343884
prometheus,2025-05-08T13:57:20,1.07%,202.1,344072
prometheus,2025-05-08T13:57:36,0.86%,202.2,344264
prometheus,2025-05-08T13:57:53,0.00%,202.6,344412
prometheus,2025-05-08T13:58:09,1.41%,202.9,344576
prometheus,2025-05-08T13:58:26,0.74%,203.3,344764
prometheus,2025-05-08T13:58:42,0.00%,203.4,344948
prometheus,2025-05-08T13:58:59,0.70%,203.4,345076
prometheus,2025-05-08T13:59:15,0.20%,203.7,345276
prometheus,2025-05-08T13:59:32,0.94%,204,345444
prometheus,2025-05-08T13:59:49,0.84%,204.1,345604
prometheus,2025-05-08T14:00:05,1.34%,204.3,345748
prometheus,2025-05-08T14:00:22,0.77%,206.7,345952
prometheus,2025-05-08T14:00:38,0.62%,209.3,346148
prometheus,2025-05-08T14:00:55,0.38%,209.8,346268
prometheus,2025-05-08T14:01:11,0.92%,217.3,366816
prometheus,2025-05-08T14:01:28,0.22%,218.1,366988
prometheus,2025-05-08T14:01:44,0.62%,218.5,367172
prometheus,2025-05-08T14:02:01,1.72%,218.3,367300
prometheus,2025-05-08T14:02:17,0.47%,218.6,367492
prometheus,2025-05-08T14:02:34,0.61%,216.8,367676
prometheus,2025-05-08T14:02:50,1.22%,217,367824
prometheus,2025-05-08T14:03:07,0.30%,217.1,367984
prometheus,2025-05-08T14:03:23,0.99%,217.3,368176
prometheus,2025-05-08T14:03:40,0.00%,217.4,368376
prometheus,2025-05-08T14:03:57,0.35%,217.4,368484
prometheus,2025-05-08T14:04:13,0.83%,217.4,368684
prometheus,2025-05-08T14:04:30,0.24%,217.4,368852
prometheus,2025-05-08T14:04:46,0.00%,195.7,369036
prometheus,2025-05-08T14:05:03,0.22%,196.5,369176
prometheus,2025-05-08T14:05:19,1.00%,198,369368
prometheus,2025-05-08T14:05:36,0.20%,198.5,369556
prometheus,2025-05-08T14:05:52,0.37%,198.5,369704
prometheus,2025-05-08T14:06:09,1.01%,198.5,369864
prometheus,2025-05-08T14:06:25,0.19%,198.5,370060
prometheus,2025-05-08T14:06:42,0.67%,198.2,370236
prometheus,2025-05-08T14:06:58,1.21%,198.2,370368
prometheus,2025-05-08T14:07:15,0.66%,198.3,370568
prometheus,2025-05-08T14:07:32,1.14%,198.3,370724
prometheus,2025-05-08T14:07:48,0.54%,198.3,370900
prometheus,2025-05-08T14:08:05,1.25%,198.3,371040
prometheus,2025-05-08T14:08:21,0.90%,198.3,371240
prometheus,2025-05-08T14:08:38,0.66%,198.4,371448
prometheus,2025-05-08T14:08:54,0.05%,198.4,371568
prometheus,2025-05-08T14:09:11,0.89%,198.7,371760
prometheus,2025-05-08T14:09:27,0.00%,198.4,371940
prometheus,2025-05-08T14:09:44,0.22%,198.4,372112
prometheus,2025-05-08T14:10:00,1.24%,198.4,372248
prometheus,2025-05-08T14:10:17,0.43%,198.4,372440
prometheus,2025-05-08T14:10:33,0.62%,198.5,372616
prometheus,2025-05-08T14:10:50,0.97%,198.5,372768
prometheus,2025-05-08T14:11:06,0.22%,198.5,372936
prometheus,2025-05-08T14:11:23,0.98%,198.5,373124
prometheus,2025-05-08T14:11:40,0.97%,198.5,373316
prometheus,2025-05-08T14:11:56,0.42%,198.5,373436
prometheus,2025-05-08T14:12:13,0.66%,198.5,373640
prometheus,2025-05-08T14:12:29,0.30%,198.5,373804
prometheus,2025-05-08T14:12:46,0.00%,198.6,373988
prometheus,2025-05-08T14:13:02,0.69%,198.6,374124
prometheus,2025-05-08T14:13:19,0.47%,198.6,374316
prometheus,2025-05-08T14:13:35,0.70%,198.9,374504
prometheus,2025-05-08T14:13:52,0.25%,198.6,374660
prometheus,2025-05-08T14:14:08,0.98%,198.6,374812
prometheus,2025-05-08T14:14:25,0.26%,198.6,375008
prometheus,2025-05-08T14:14:41,0.85%,198.7,375192
prometheus,2025-05-08T14:14:58,1.27%,198.7,375312
prometheus,2025-05-08T14:15:14,0.93%,198.7,375520
prometheus,2025-05-08T14:15:31,0.83%,198.7,375676
prometheus,2025-05-08T14:15:48,0.42%,199,375848
prometheus,2025-05-08T14:16:04,0.48%,198.7,375992
prometheus,2025-05-08T14:16:21,0.79%,199,376192
prometheus,2025-05-08T14:16:37,0.76%,198.8,376384
prometheus,2025-05-08T14:16:54,0.00%,198.8,376520
prometheus,2025-05-08T14:17:10,1.09%,198.8,376696
prometheus,2025-05-08T14:17:27,0.41%,198.8,376884
prometheus,2025-05-08T14:17:43,0.88%,198.8,377060
prometheus,2025-05-08T14:18:00,0.44%,198.8,377196
prometheus,2025-05-08T14:18:16,0.21%,198.8,377388
prometheus,2025-05-08T14:18:33,0.78%,198.8,377560
prometheus,2025-05-08T14:18:49,0.95%,198.9,377716
prometheus,2025-05-08T14:19:06,0.63%,198.9,377876
prometheus,2025-05-08T14:19:22,0.19%,198.9,378072
prometheus,2025-05-08T14:19:39,1.05%,198.9,378260
prometheus,2025-05-08T14:19:56,0.55%,198.9,378376
prometheus,2025-05-08T14:20:12,0.19%,198.9,378584
prometheus,2025-05-08T14:20:29,0.19%,198.9,378748
prometheus,2025-05-08T14:20:45,0.19%,198.9,378932
prometheus,2025-05-08T14:21:02,0.99%,199,379060
prometheus,2025-05-08T14:21:18,0.98%,199,379256
prometheus,2025-05-08T14:21:35,0.78%,199,379440
prometheus,2025-05-08T14:21:51,0.23%,199,379600
prometheus,2025-05-08T14:22:08,1.04%,199,379744
prometheus,2025-05-08T14:22:24,1.13%,199,379948
prometheus,2025-05-08T14:22:41,0.19%,199.1,380132
prometheus,2025-05-08T14:22:57,0.89%,199.1,380248
prometheus,2025-05-08T14:23:14,0.77%,199.4,380456
prometheus,2025-05-08T14:23:31,0.67%,199.1,380612
prometheus,2025-05-08T14:23:47,0.24%,199.1,380792
prometheus,2025-05-08T14:24:04,0.07%,199.1,380936
prometheus,2025-05-08T14:24:20,0.31%,199.1,381132
prometheus,2025-05-08T14:24:37,2.06%,199.3,381316
prometheus,2025-05-08T14:24:53,0.00%,199.2,381464
prometheus,2025-05-08T14:25:10,1.07%,199.2,381632
prometheus,2025-05-08T14:25:26,0.91%,199.2,381820
prometheus,2025-05-08T14:25:43,0.45%,199.2,382004
prometheus,2025-05-08T14:25:59,0.55%,199.2,382136
prometheus,2025-05-08T14:26:16,0.00%,199.2,382336
prometheus,2025-05-08T14:26:32,0.59%,199.2,382500
prometheus,2025-05-08T14:26:49,0.31%,199.2,382656
prometheus,2025-05-08T14:27:05,1.21%,199.2,382808
prometheus,2025-05-08T14:27:22,0.41%,199.2,383012
prometheus,2025-05-08T14:27:39,0.52%,199.5,383208
prometheus,2025-05-08T14:27:55,0.77%,199.2,383324
prometheus,2025-05-08T14:28:12,0.41%,199.2,383528
prometheus,2025-05-08T14:28:28,0.45%,199.2,383696
prometheus,2025-05-08T14:28:45,0.68%,199.2,383876
prometheus,2025-05-08T14:29:01,0.65%,199.3,384012
prometheus,2025-05-08T14:29:18,0.64%,199.3,384200
prometheus,2025-05-08T14:29:34,1.16%,199.3,384384
prometheus,2025-05-08T14:29:51,1.02%,199.3,384540
prometheus,2025-05-08T14:30:07,0.79%,199.3,384692
prometheus,2025-05-08T14:30:24,0.92%,199.3,384884
prometheus,2025-05-08T14:30:40,0.28%,199.3,385084
prometheus,2025-05-08T14:30:57,0.58%,199.3,385200
prometheus,2025-05-08T14:31:13,0.71%,199.4,385396
prometheus,2025-05-08T14:31:30,1.12%,199.3,385560
prometheus,2025-05-08T14:31:47,0.00%,199.3,385744
prometheus,2025-05-08T14:32:03,0.00%,199.3,385884
prometheus,2025-05-08T14:32:20,0.53%,199.3,386076
prometheus,2025-05-08T14:32:36,1.03%,199.4,386260
prometheus,2025-05-08T14:32:53,0.29%,199.3,386408
prometheus,2025-05-08T14:33:09,1.23%,199.4,386572
prometheus,2025-05-08T14:33:26,0.66%,199.3,386764
prometheus,2025-05-08T14:33:42,0.26%,199.4,386948
prometheus,2025-05-08T14:33:59,0.88%,199.4,387072
prometheus,2025-05-08T14:34:15,0.20%,199.4,387276
prometheus,2025-05-08T14:34:32,1.14%,199.4,387432
prometheus,2025-05-08T14:34:48,0.55%,199.4,387604
prometheus,2025-05-08T14:35:05,1.48%,199.6,387748
prometheus,2025-05-08T14:35:22,0.74%,199.6,387948
prometheus,2025-05-08T14:35:38,0.45%,199.4,388148
prometheus,2025-05-08T14:35:55,0.31%,199.4,388268
prometheus,2025-05-08T14:36:11,0.69%,199.4,388464
prometheus,2025-05-08T14:36:28,0.23%,199.4,388636
prometheus,2025-05-08T14:36:44,0.54%,199.4,388820
prometheus,2025-05-08T14:37:01,1.23%,199.4,388948
prometheus,2025-05-08T14:37:17,0.54%,199.4,389140
prometheus,2025-05-08T14:37:34,0.41%,200,389328
prometheus,2025-05-08T14:37:50,1.75%,200.1,389472
prometheus,2025-05-08T14:38:07,0.19%,200.1,389636
prometheus,2025-05-08T14:38:23,0.82%,200.1,389824
prometheus,2025-05-08T14:38:40,0.05%,200.1,390028
prometheus,2025-05-08T14:38:56,0.55%,200.1,390136
prometheus,2025-05-08T14:39:13,0.88%,200.1,390336
prometheus,2025-05-08T14:39:30,0.27%,200.1,390500
prometheus,2025-05-08T14:39:46,0.00%,200.1,390688
prometheus,2025-05-08T14:40:03,0.21%,200.2,390828
prometheus,2025-05-08T14:40:19,0.67%,200.2,391016
prometheus,2025-05-08T14:40:36,0.26%,200.2,391204
prometheus,2025-05-08T14:40:52,0.25%,200.2,391352
prometheus,2025-05-08T14:41:09,0.87%,200.2,391512
prometheus,2025-05-08T14:41:25,0.20%,200.2,391708
prometheus,2025-05-08T14:41:42,0.67%,200.2,391884
prometheus,2025-05-08T14:41:58,1.01%,200.2,392008
prometheus,2025-05-08T14:42:15,0.72%,200.2,392216
prometheus,2025-05-08T14:42:31,1.36%,200.2,392372
prometheus,2025-05-08T14:42:48,0.64%,200.2,392544
prometheus,2025-05-08T14:43:04,0.92%,200.2,392688
prometheus,2025-05-08T14:43:21,0.93%,200.2,392888
prometheus,2025-05-08T14:43:38,0.19%,200.2,393096
prometheus,2025-05-08T14:43:54,0.07%,200.2,393216
prometheus,2025-05-08T14:44:11,1.03%,200.5,393404
prometheus,2025-05-08T14:44:27,0.00%,200.2,393588
prometheus,2025-05-08T14:44:44,0.40%,200.3,393760
prometheus,2025-05-08T14:45:00,0.42%,200.3,393896
prometheus,2025-05-08T14:45:17,0.52%,200.3,394084
prometheus,2025-05-08T14:45:33,0.73%,200.3,394260
prometheus,2025-05-08T14:45:50,1.05%,200.5,394412
prometheus,2025-05-08T14:46:06,0.23%,200.3,394580
prometheus,2025-05-08T14:46:23,0.65%,200.3,394768
prometheus,2025-05-08T14:46:39,21.93%,200.3,394960
prometheus,2025-05-08T14:46:56,0.61%,200.3,395080
prometheus,2025-05-08T14:47:12,0.55%,200.3,395284
prometheus,2025-05-08T14:47:29,0.25%,200.3,395448
prometheus,2025-05-08T14:47:46,0.00%,200.3,395632
prometheus,2025-05-08T14:48:02,0.73%,200.3,395764
prometheus,2025-05-08T14:48:19,0.45%,200.3,395956
prometheus,2025-05-08T14:48:35,0.89%,200.3,396140
prometheus,2025-05-08T14:48:52,0.00%,200.3,396300
prometheus,2025-05-08T14:49:08,0.66%,200.3,396452
prometheus,2025-05-08T14:49:25,0.78%,200.3,396644
prometheus,2025-05-08T14:49:41,0.44%,200.4,396832
prometheus,2025-05-08T14:49:58,0.56%,200.4,396952
prometheus,2025-05-08T14:50:14,0.98%,200.4,397152
prometheus,2025-05-08T14:50:31,0.95%,200.4,397312
prometheus,2025-05-08T14:50:47,0.59%,200.4,397484
prometheus,2025-05-08T14:51:04,0.72%,200.4,397628
prometheus,2025-05-08T14:51:21,0.96%,200.4,397824
prometheus,2025-05-08T14:51:37,1.09%,200.4,398020
prometheus,2025-05-08T14:51:54,0.00%,200.4,398156
prometheus,2025-05-08T14:52:10,1.24%,200.4,398332
prometheus,2025-05-08T14:52:27,0.35%,200.4,398520
prometheus,2025-05-08T14:52:43,0.57%,200.4,398696
prometheus,2025-05-08T14:53:00,0.27%,200.4,398832
prometheus,2025-05-08T14:53:16,0.21%,200.4,399028
prometheus,2025-05-08T14:53:33,0.89%,200.5,399200
prometheus,2025-05-08T14:53:49,0.54%,200.4,399352
prometheus,2025-05-08T14:54:06,0.67%,200.4,399512
prometheus,2025-05-08T14:54:22,0.20%,200.4,399712
prometheus,2025-05-08T14:54:39,1.31%,200.5,399900
prometheus,2025-05-08T14:54:55,0.62%,200.4,400012
prometheus,2025-05-08T14:55:12,0.20%,200.4,400224
prometheus,2025-05-08T14:55:29,0.19%,200.4,400388
prometheus,2025-05-08T14:55:45,0.57%,200.5,400568
prometheus,2025-05-08T14:56:02,1.07%,200.7,400700
prometheus,2025-05-08T14:56:18,0.89%,200.5,400892
prometheus,2025-05-08T14:56:35,1.14%,200.8,401080
prometheus,2025-05-08T14:56:51,0.31%,200.6,401240
prometheus,2025-05-08T14:57:08,0.95%,200.6,401384
prometheus,2025-05-08T14:57:24,0.72%,200.8,401584
prometheus,2025-05-08T14:57:41,0.21%,200.8,401772
prometheus,2025-05-08T14:57:57,1.07%,200.8,401888
prometheus,2025-05-08T14:58:14,0.50%,200.8,402096
prometheus,2025-05-08T14:58:30,0.71%,200.8,402248
prometheus,2025-05-08T14:58:47,0.00%,200.8,402432
prometheus,2025-05-08T14:59:04,0.00%,200.8,402576
prometheus,2025-05-08T14:59:20,0.37%,200.8,402776
prometheus,2025-05-08T14:59:37,2.27%,200.8,402956
prometheus,2025-05-08T14:59:53,0.00%,200.8,403104
prometheus,2025-05-08T15:00:10,1.49%,274.2,264776
prometheus,2025-05-08T15:00:26,1.08%,274.4,264964
prometheus,2025-05-08T15:00:43,0.40%,274.6,265148
prometheus,2025-05-08T15:00:59,0.90%,274.7,265280
prometheus,2025-05-08T15:01:16,0.14%,274.7,265476
prometheus,2025-05-08T15:01:32,0.86%,274.7,265644
prometheus,2025-05-08T15:01:49,0.46%,274.7,265800
prometheus,2025-05-08T15:02:05,1.53%,202.1,265952
prometheus,2025-05-08T15:02:22,0.62%,202.2,266156
prometheus,2025-05-08T15:02:38,0.44%,202.8,266348
prometheus,2025-05-08T15:02:55,0.79%,202.6,266464
prometheus,2025-05-08T15:03:12,0.41%,202.8,266668
prometheus,2025-05-08T15:03:28,0.63%,202.8,266836
prometheus,2025-05-08T15:03:45,0.74%,202.8,267016
prometheus,2025-05-08T15:04:01,0.50%,203,267148
prometheus,2025-05-08T15:04:18,0.99%,203.1,267336
prometheus,2025-05-08T15:04:34,1.05%,203.1,267520
prometheus,2025-05-08T15:04:51,1.32%,203.1,267676
prometheus,2025-05-08T15:05:07,0.75%,203.2,267832
prometheus,2025-05-08T15:05:24,1.34%,203.1,268024
prometheus,2025-05-08T15:05:40,0.20%,203.1,268220
prometheus,2025-05-08T15:05:57,0.63%,203.1,268336
prometheus,2025-05-08T15:06:13,0.90%,203.1,268536
prometheus,2025-05-08T15:06:30,0.58%,203.1,268700
prometheus,2025-05-08T15:06:47,0.00%,203.1,268880
prometheus,2025-05-08T15:07:03,0.19%,203.1,269020
prometheus,2025-05-08T15:07:20,0.62%,203.2,269212
prometheus,2025-05-08T15:07:36,0.80%,203.5,269400
prometheus,2025-05-08T15:07:53,0.28%,203.2,269548
prometheus,2025-05-08T15:08:09,1.09%,203.3,269708
prometheus,2025-05-08T15:08:26,0.77%,203.2,269904
prometheus,2025-05-08T15:08:42,0.30%,203.2,270088
prometheus,2025-05-08T15:08:59,0.90%,203.2,270212
prometheus,2025-05-08T15:09:15,0.31%,203.2,270416
prometheus,2025-05-08T15:09:32,0.95%,203.3,270572
prometheus,2025-05-08T15:09:48,0.64%,203.2,270744
prometheus,2025-05-08T15:10:05,1.34%,203.4,270884
prometheus,2025-05-08T15:10:21,0.87%,203.4,271088
prometheus,2025-05-08T15:10:38,0.45%,203.4,271284
prometheus,2025-05-08T15:10:55,0.28%,203.4,271404
prometheus,2025-05-08T15:11:11,0.55%,203.4,271596
prometheus,2025-05-08T15:11:28,0.20%,203.4,271776
prometheus,2025-05-08T15:11:44,0.74%,203.4,271956
prometheus,2025-05-08T15:12:01,1.10%,203.4,272084
