prometheus,timestamp,cpu_usage(in %),memory_usage,disk_usage(in KB)
prometheus,2025-05-08T19:52:34,0.43%,213.2,340080
prometheus,2025-05-08T19:52:50,1.24%,213.3,340228
prometheus,2025-05-08T19:53:07,0.36%,213.2,340392
prometheus,2025-05-08T19:53:23,1.01%,213.3,340580
prometheus,2025-05-08T19:53:40,0.00%,213.3,340784
prometheus,2025-05-08T19:53:57,0.43%,213.3,340892
prometheus,2025-05-08T19:54:13,1.12%,213.3,341096
prometheus,2025-05-08T19:54:30,0.40%,213.3,341260
prometheus,2025-05-08T19:54:46,0.00%,213.3,341448
prometheus,2025-05-08T19:55:03,0.19%,213.3,341588
prometheus,2025-05-08T19:55:19,0.88%,213.3,341780
prometheus,2025-05-08T19:55:36,0.34%,213.3,341968
prometheus,2025-05-08T19:55:52,0.22%,213.3,342116
prometheus,2025-05-08T19:56:09,1.29%,213.4,342276
prometheus,2025-05-08T19:56:25,0.19%,213.3,342472
prometheus,2025-05-08T19:56:42,0.81%,213.3,342652
prometheus,2025-05-08T19:56:58,0.97%,213.3,342776
prometheus,2025-05-08T19:57:15,0.42%,213.3,342984
prometheus,2025-05-08T19:57:32,0.91%,213.3,343136
prometheus,2025-05-08T19:57:48,0.42%,213.4,343308
prometheus,2025-05-08T19:58:05,0.89%,213.6,343452
prometheus,2025-05-08T19:58:21,0.81%,213.9,343652
prometheus,2025-05-08T19:58:38,0.54%,214,343860
prometheus,2025-05-08T19:58:54,0.07%,214,343980
prometheus,2025-05-08T19:59:11,0.84%,214.5,344172
prometheus,2025-05-08T19:59:27,0.00%,214.4,344352
prometheus,2025-05-08T19:59:44,0.22%,214.6,344532
prometheus,2025-05-08T20:00:00,0.47%,214.7,344664
prometheus,2025-05-08T20:00:17,0.61%,214.9,344852
prometheus,2025-05-08T20:00:33,0.66%,214.9,345032
prometheus,2025-05-08T20:00:50,1.00%,217.4,345184
prometheus,2025-05-08T20:01:06,0.33%,227.7,365704
prometheus,2025-05-08T20:01:23,0.87%,228.6,365892
prometheus,2025-05-08T20:01:40,0.78%,228.3,366088
prometheus,2025-05-08T20:01:56,0.63%,228.4,366208
prometheus,2025-05-08T20:02:13,16.23%,228.5,366412
prometheus,2025-05-08T20:02:29,0.36%,228.6,366576
prometheus,2025-05-08T20:02:46,0.00%,228.8,366760
prometheus,2025-05-08T20:03:02,0.43%,229,366896
prometheus,2025-05-08T20:03:19,0.47%,229.1,367088
prometheus,2025-05-08T20:03:35,0.99%,229.1,367276
prometheus,2025-05-08T20:03:52,0.21%,229.1,367432
prometheus,2025-05-08T20:04:08,0.93%,229.2,367588
prometheus,2025-05-08T20:04:25,0.24%,202.3,367780
prometheus,2025-05-08T20:04:41,0.72%,203.6,367968
prometheus,2025-05-08T20:04:58,0.92%,203.6,368088
prometheus,2025-05-08T20:05:14,0.75%,204.2,368296
prometheus,2025-05-08T20:05:31,0.91%,204,368452
prometheus,2025-05-08T20:05:48,0.41%,203.9,368628
prometheus,2025-05-08T20:06:04,0.71%,203.9,368772
prometheus,2025-05-08T20:06:21,1.08%,204,368972
prometheus,2025-05-08T20:06:37,1.17%,204,369168
prometheus,2025-05-08T20:06:54,0.00%,204.1,369304
prometheus,2025-05-08T20:07:10,1.32%,204.4,369480
prometheus,2025-05-08T20:07:27,0.50%,204.1,369668
prometheus,2025-05-08T20:07:43,0.77%,204.3,369844
prometheus,2025-05-08T20:08:00,0.28%,204.1,369984
prometheus,2025-05-08T20:08:16,0.27%,204.1,370176
prometheus,2025-05-08T20:08:33,0.61%,204.1,370356
prometheus,2025-05-08T20:08:49,1.07%,204.1,370508
prometheus,2025-05-08T20:09:06,0.57%,204.1,370664
prometheus,2025-05-08T20:09:23,0.21%,204.1,370864
prometheus,2025-05-08T20:09:39,0.91%,204.1,371056
prometheus,2025-05-08T20:09:56,0.39%,204.1,371168
prometheus,2025-05-08T20:10:12,0.16%,204.1,371376
prometheus,2025-05-08T20:10:29,0.20%,204.1,371540
prometheus,2025-05-08T20:10:45,0.21%,204.2,371728
prometheus,2025-05-08T20:11:02,0.92%,204.2,371856
prometheus,2025-05-08T20:11:18,0.75%,204.2,372048
prometheus,2025-05-08T20:11:35,1.24%,204.2,372236
prometheus,2025-05-08T20:11:51,0.15%,204.2,372396
prometheus,2025-05-08T20:12:08,1.49%,204.2,372540
prometheus,2025-05-08T20:12:24,1.00%,204.2,372744
prometheus,2025-05-08T20:12:41,0.37%,204.2,372928
prometheus,2025-05-08T20:12:57,0.78%,204.2,373044
prometheus,2025-05-08T20:13:14,0.89%,204.2,373256
prometheus,2025-05-08T20:13:31,0.97%,204.5,373408
prometheus,2025-05-08T20:13:47,0.25%,204.5,373588
prometheus,2025-05-08T20:14:04,0.21%,204.2,373732
prometheus,2025-05-08T20:14:20,0.23%,204.2,373932
prometheus,2025-05-08T20:14:37,1.84%,204.3,374112
prometheus,2025-05-08T20:14:53,0.00%,204.2,374260
prometheus,2025-05-08T20:15:10,1.05%,204.2,374432
prometheus,2025-05-08T20:15:26,0.93%,204.3,374616
prometheus,2025-05-08T20:15:43,1.01%,204.3,374804
prometheus,2025-05-08T20:15:59,0.50%,204.2,374936
prometheus,2025-05-08T20:16:16,0.00%,204.3,375132
prometheus,2025-05-08T20:16:32,0.71%,204.3,375300
prometheus,2025-05-08T20:16:49,0.40%,204.5,375460
prometheus,2025-05-08T20:17:06,1.14%,204.4,375608
prometheus,2025-05-08T20:17:22,0.41%,204.3,375812
prometheus,2025-05-08T20:17:39,0.23%,204.3,376004
prometheus,2025-05-08T20:17:55,0.59%,204.3,376120
prometheus,2025-05-08T20:18:12,0.51%,204.3,376328
prometheus,2025-05-08T20:18:28,0.40%,204.4,376492
prometheus,2025-05-08T20:18:45,0.69%,204.3,376672
prometheus,2025-05-08T20:19:01,1.60%,204.3,376808
prometheus,2025-05-08T20:19:18,0.72%,204.4,377000
prometheus,2025-05-08T20:19:34,1.21%,204.6,377180
prometheus,2025-05-08T20:19:51,1.34%,204.4,377336
prometheus,2025-05-08T20:20:07,0.88%,204.6,377488
prometheus,2025-05-08T20:20:24,1.26%,204.7,377688
prometheus,2025-05-08T20:20:40,0.23%,204.5,377884
prometheus,2025-05-08T20:20:57,0.64%,204.5,377996
prometheus,2025-05-08T20:21:14,0.96%,204.5,378200
prometheus,2025-05-08T20:21:30,0.67%,204.5,378360
prometheus,2025-05-08T20:21:47,0.00%,204.5,378544
prometheus,2025-05-08T20:22:03,0.00%,204.5,378688
prometheus,2025-05-08T20:22:20,0.52%,204.5,378876
prometheus,2025-05-08T20:22:36,0.86%,204.6,379064
prometheus,2025-05-08T20:22:53,0.14%,204.6,379212
prometheus,2025-05-08T20:23:09,1.23%,204.9,379380
prometheus,2025-05-08T20:23:26,0.74%,204.6,379568
prometheus,2025-05-08T20:23:42,0.19%,204.6,379756
prometheus,2025-05-08T20:23:59,1.10%,204.6,379880
prometheus,2025-05-08T20:24:15,0.20%,204.6,380084
prometheus,2025-05-08T20:24:32,0.92%,204.9,380248
prometheus,2025-05-08T20:24:48,0.61%,204.6,380412
prometheus,2025-05-08T20:25:05,1.47%,204.6,380556
prometheus,2025-05-08T20:25:22,0.67%,204.6,380764
prometheus,2025-05-08T20:25:38,0.43%,204.9,380956
prometheus,2025-05-08T20:25:55,0.26%,204.6,381076
prometheus,2025-05-08T20:26:11,0.67%,204.7,381276
prometheus,2025-05-08T20:26:28,0.23%,204.7,381448
prometheus,2025-05-08T20:26:44,0.42%,204.7,381632
prometheus,2025-05-08T20:27:01,0.43%,204.7,381760
prometheus,2025-05-08T20:27:17,0.44%,204.7,381952
prometheus,2025-05-08T20:27:34,0.66%,204.8,382140
prometheus,2025-05-08T20:27:50,1.70%,204.7,382284
prometheus,2025-05-08T20:28:07,0.22%,204.7,382448
prometheus,2025-05-08T20:28:23,0.80%,204.7,382640
prometheus,2025-05-08T20:28:40,0.00%,204.8,382840
prometheus,2025-05-08T20:28:56,0.47%,204.8,382948
prometheus,2025-05-08T20:29:13,0.84%,204.8,383152
prometheus,2025-05-08T20:29:30,0.26%,204.8,383316
prometheus,2025-05-08T20:29:46,0.00%,204.8,383504
prometheus,2025-05-08T20:30:03,0.32%,204.8,383644
prometheus,2025-05-08T20:30:19,22.23%,204.8,383836
prometheus,2025-05-08T20:30:36,0.32%,204.8,384024
prometheus,2025-05-08T20:30:52,0.19%,204.8,384176
prometheus,2025-05-08T20:31:09,1.11%,204.8,384332
prometheus,2025-05-08T20:31:25,0.20%,204.8,384528
prometheus,2025-05-08T20:31:42,0.59%,204.8,384708
prometheus,2025-05-08T20:31:58,1.23%,204.8,384832
prometheus,2025-05-08T20:32:15,0.74%,204.8,385040
prometheus,2025-05-08T20:32:31,1.48%,204.8,385196
prometheus,2025-05-08T20:32:48,0.99%,205.1,385364
prometheus,2025-05-08T20:33:05,1.36%,204.8,385508
prometheus,2025-05-08T20:33:21,0.76%,204.8,385712
prometheus,2025-05-08T20:33:38,0.44%,204.8,385920
prometheus,2025-05-08T20:33:54,0.07%,204.8,386040
prometheus,2025-05-08T20:34:11,0.83%,204.9,386228
prometheus,2025-05-08T20:34:27,0.00%,204.9,386412
prometheus,2025-05-08T20:34:44,0.52%,204.9,386584
prometheus,2025-05-08T20:35:00,0.45%,204.9,386720
prometheus,2025-05-08T20:35:17,0.64%,204.9,386912
prometheus,2025-05-08T20:35:33,0.84%,204.9,387088
prometheus,2025-05-08T20:35:50,1.00%,204.9,387244
prometheus,2025-05-08T20:36:06,0.22%,204.9,387408
prometheus,2025-05-08T20:36:23,0.66%,205.1,387600
prometheus,2025-05-08T20:36:39,0.64%,205.3,387792
prometheus,2025-05-08T20:36:56,0.59%,205.1,387912
prometheus,2025-05-08T20:37:13,0.58%,205.1,388116
prometheus,2025-05-08T20:37:29,0.26%,205.3,388280
prometheus,2025-05-08T20:37:46,0.00%,205.1,388468
prometheus,2025-05-08T20:38:02,0.69%,205.1,388600
prometheus,2025-05-08T20:38:19,0.38%,205.1,388796
prometheus,2025-05-08T20:38:35,0.76%,205.2,388976
prometheus,2025-05-08T20:38:52,0.00%,205.2,389140
prometheus,2025-05-08T20:39:08,0.94%,205.3,389292
prometheus,2025-05-08T20:39:25,0.52%,205.3,389488
prometheus,2025-05-08T20:39:41,0.39%,205.5,389672
prometheus,2025-05-08T20:39:58,0.57%,205.3,389788
prometheus,2025-05-08T20:40:14,1.43%,205.3,389996
prometheus,2025-05-08T20:40:31,0.88%,205.3,390156
prometheus,2025-05-08T20:40:47,0.43%,205.4,390332
prometheus,2025-05-08T20:41:04,0.68%,205.4,390476
prometheus,2025-05-08T20:41:21,1.28%,205.4,390672
prometheus,2025-05-08T20:41:37,1.21%,205.4,390868
prometheus,2025-05-08T20:41:54,0.00%,205.4,391004
prometheus,2025-05-08T20:42:10,1.20%,205.7,391180
prometheus,2025-05-08T20:42:27,0.64%,205.4,391368
prometheus,2025-05-08T20:42:43,0.75%,205.5,391544
prometheus,2025-05-08T20:43:00,0.28%,205.4,391680
prometheus,2025-05-08T20:43:16,0.23%,205.4,391876
prometheus,2025-05-08T20:43:33,0.91%,205.5,392048
prometheus,2025-05-08T20:43:49,0.57%,205.5,392208
prometheus,2025-05-08T20:44:06,0.73%,205.5,392364
prometheus,2025-05-08T20:44:22,0.26%,205.5,392560
prometheus,2025-05-08T20:44:39,1.30%,205.7,392752
prometheus,2025-05-08T20:44:56,0.36%,205.5,392868
prometheus,2025-05-08T20:45:12,0.22%,205.5,393076
prometheus,2025-05-08T20:45:29,0.19%,205.5,393240
prometheus,2025-05-08T20:45:45,0.22%,205.5,393424
prometheus,2025-05-08T20:46:02,1.63%,205.5,393556
prometheus,2025-05-08T20:46:18,0.69%,205.5,393752
prometheus,2025-05-08T20:46:35,0.93%,205.5,393936
prometheus,2025-05-08T20:46:51,0.21%,205.5,394100
prometheus,2025-05-08T20:47:08,0.97%,205.6,394244
prometheus,2025-05-08T20:47:24,0.72%,205.5,394448
prometheus,2025-05-08T20:47:41,0.20%,205.6,394636
prometheus,2025-05-08T20:47:57,0.99%,205.6,394752
prometheus,2025-05-08T20:48:14,0.77%,205.6,394964
prometheus,2025-05-08T20:48:30,0.73%,205.6,395116
prometheus,2025-05-08T20:48:47,0.02%,205.6,395300
prometheus,2025-05-08T20:49:04,0.00%,205.6,395444
prometheus,2025-05-08T20:49:20,0.22%,205.6,395644
prometheus,2025-05-08T20:49:37,1.44%,205.9,395824
prometheus,2025-05-08T20:49:53,0.00%,205.6,395976
prometheus,2025-05-08T20:50:10,1.63%,205.6,396144
prometheus,2025-05-08T20:50:26,1.09%,205.7,396332
prometheus,2025-05-08T20:50:43,0.30%,205.7,396516
prometheus,2025-05-08T20:50:59,0.63%,205.7,396648
prometheus,2025-05-08T20:51:16,0.00%,205.7,396848
prometheus,2025-05-08T20:51:32,0.87%,205.8,397012
prometheus,2025-05-08T20:51:49,0.57%,206,397172
prometheus,2025-05-08T20:52:05,1.43%,205.7,397324
prometheus,2025-05-08T20:52:22,0.45%,205.7,397528
prometheus,2025-05-08T20:52:39,0.41%,206.1,397720
prometheus,2025-05-08T20:52:55,0.62%,205.8,397836
prometheus,2025-05-08T20:53:12,0.50%,205.8,398044
prometheus,2025-05-08T20:53:28,0.61%,205.8,398208
prometheus,2025-05-08T20:53:45,0.84%,205.8,398388
prometheus,2025-05-08T20:54:01,1.23%,205.8,398524
prometheus,2025-05-08T20:54:18,0.76%,205.9,398712
prometheus,2025-05-08T20:54:34,1.29%,205.9,398896
prometheus,2025-05-08T20:54:51,1.00%,205.9,399056
prometheus,2025-05-08T20:55:07,1.34%,205.9,399208
prometheus,2025-05-08T20:55:24,1.46%,205.9,399404
prometheus,2025-05-08T20:55:40,0.30%,205.9,399600
prometheus,2025-05-08T20:55:57,0.59%,205.9,399716
prometheus,2025-05-08T20:56:13,0.69%,206.2,399920
prometheus,2025-05-08T20:56:30,0.90%,206.2,400080
prometheus,2025-05-08T20:56:47,0.00%,205.9,400264
prometheus,2025-05-08T20:57:03,0.00%,205.9,400408
prometheus,2025-05-08T20:57:20,0.54%,206,400600
prometheus,2025-05-08T20:57:36,0.78%,206,400784
prometheus,2025-05-08T20:57:53,0.21%,205.9,400932
prometheus,2025-05-08T20:58:09,1.10%,206.2,401100
prometheus,2025-05-08T20:58:26,0.87%,206.2,401288
prometheus,2025-05-08T20:58:42,0.20%,206,401476
prometheus,2025-05-08T20:58:59,1.13%,206,401600
prometheus,2025-05-08T20:59:15,0.35%,206,401808
prometheus,2025-05-08T20:59:32,1.33%,206,401964
prometheus,2025-05-08T20:59:48,0.40%,206,402136
prometheus,2025-05-08T21:00:05,1.50%,275.7,406332
prometheus,2025-05-08T21:00:22,0.63%,276,406536
prometheus,2025-05-08T21:00:38,0.47%,277,406732
prometheus,2025-05-08T21:00:55,0.29%,277.1,406852
prometheus,2025-05-08T21:01:11,0.60%,277.3,407052
prometheus,2025-05-08T21:01:28,0.20%,277.5,407224
prometheus,2025-05-08T21:01:44,0.74%,277.8,407408
prometheus,2025-05-08T21:02:01,0.63%,277.5,407536
prometheus,2025-05-08T21:02:17,0.43%,277.5,407732
prometheus,2025-05-08T21:02:34,0.47%,209.4,407916
prometheus,2025-05-08T21:02:50,1.60%,210.1,408064
prometheus,2025-05-08T21:03:07,0.21%,210.6,408228
prometheus,2025-05-08T21:03:23,1.10%,211,408420
prometheus,2025-05-08T21:03:40,0.04%,210.8,408624
prometheus,2025-05-08T21:03:56,0.53%,210.9,408728
prometheus,2025-05-08T21:04:13,0.89%,211.2,408932
prometheus,2025-05-08T21:04:30,0.27%,211,409100
prometheus,2025-05-08T21:04:46,0.00%,211,409284
prometheus,2025-05-08T21:05:03,0.22%,211,409428
prometheus,2025-05-08T21:05:19,0.66%,211,409616
prometheus,2025-05-08T21:05:36,0.23%,211,409808
prometheus,2025-05-08T21:05:52,0.28%,211.1,409956
prometheus,2025-05-08T21:06:09,0.85%,211.1,410116
prometheus,2025-05-08T21:06:25,0.24%,211.1,410312
prometheus,2025-05-08T21:06:42,0.87%,211.2,410492
prometheus,2025-05-08T21:06:58,1.64%,211.2,410616
prometheus,2025-05-08T21:07:15,0.82%,211.2,410824
prometheus,2025-05-08T21:07:31,1.16%,211.3,410980
prometheus,2025-05-08T21:07:48,0.78%,211.3,411152
prometheus,2025-05-08T21:08:04,0.96%,211.2,411296
prometheus,2025-05-08T21:08:21,1.11%,211.2,411500
prometheus,2025-05-08T21:08:38,0.25%,211.4,411704
prometheus,2025-05-08T21:08:54,0.09%,211.4,411824
prometheus,2025-05-08T21:09:11,0.86%,211.4,412016
prometheus,2025-05-08T21:09:27,0.00%,211.4,412200
prometheus,2025-05-08T21:09:44,0.40%,211.4,412372
prometheus,2025-05-08T21:10:00,1.27%,211.5,412508
prometheus,2025-05-08T21:10:17,0.45%,211.7,412700
prometheus,2025-05-08T21:10:33,0.78%,211.6,412876
prometheus,2025-05-08T21:10:50,0.96%,211.6,413032
prometheus,2025-05-08T21:11:06,0.38%,211.6,413196
prometheus,2025-05-08T21:11:23,0.69%,211.7,413388
prometheus,2025-05-08T21:11:39,0.72%,211.9,413584
prometheus,2025-05-08T21:11:56,0.58%,211.7,413704
prometheus,2025-05-08T21:12:12,0.42%,211.7,413904
prometheus,2025-05-08T21:12:29,15.00%,212.2,414072
prometheus,2025-05-08T21:12:46,0.00%,211.7,414260
prometheus,2025-05-08T21:13:02,0.71%,211.8,414392
prometheus,2025-05-08T21:13:19,0.45%,211.8,414584
prometheus,2025-05-08T21:13:35,0.75%,211.8,414768
prometheus,2025-05-08T21:13:52,0.00%,211.8,414928
prometheus,2025-05-08T21:14:08,0.73%,211.8,415084
prometheus,2025-05-08T21:14:25,0.49%,211.8,415276
prometheus,2025-05-08T21:14:41,0.38%,211.9,415464
prometheus,2025-05-08T21:14:58,1.15%,211.9,415580
prometheus,2025-05-08T21:15:14,1.19%,211.9,415788
prometheus,2025-05-08T21:15:31,0.89%,211.9,415948
prometheus,2025-05-08T21:15:47,0.52%,211.9,416124
prometheus,2025-05-08T21:16:04,0.43%,211.9,416268
prometheus,2025-05-08T21:16:20,0.88%,211.9,416464
prometheus,2025-05-08T21:16:37,0.80%,211.9,416660
prometheus,2025-05-08T21:16:54,0.00%,211.9,416796
prometheus,2025-05-08T21:17:10,1.24%,211.9,416976
prometheus,2025-05-08T21:17:27,0.41%,211.9,417160
prometheus,2025-05-08T21:17:43,1.06%,211.9,417340
prometheus,2025-05-08T21:18:00,1.33%,211.9,417476
prometheus,2025-05-08T21:18:16,0.34%,211.9,417672
prometheus,2025-05-08T21:18:33,1.32%,211.9,417844
prometheus,2025-05-08T21:18:49,0.57%,212.2,418000
prometheus,2025-05-08T21:19:06,0.72%,212,418160
prometheus,2025-05-08T21:19:22,0.26%,212.2,418360
prometheus,2025-05-08T21:19:39,0.89%,212,418548
prometheus,2025-05-08T21:19:55,0.52%,211.9,418660
prometheus,2025-05-08T21:20:12,0.22%,212,418872
prometheus,2025-05-08T21:20:29,0.31%,212,419036
prometheus,2025-05-08T21:20:45,0.58%,212,419220
prometheus,2025-05-08T21:21:02,1.09%,212,419352
prometheus,2025-05-08T21:21:18,0.59%,212,419544
prometheus,2025-05-08T21:21:35,0.84%,212,419732
prometheus,2025-05-08T21:21:51,0.19%,212,419892
prometheus,2025-05-08T21:22:08,0.85%,212,420036
prometheus,2025-05-08T21:22:24,1.19%,212,420236
prometheus,2025-05-08T21:22:41,0.21%,212.1,420428
prometheus,2025-05-08T21:22:57,0.94%,212.1,420544
prometheus,2025-05-08T21:23:14,0.68%,212.1,420752
prometheus,2025-05-08T21:23:30,0.63%,212.1,420908
prometheus,2025-05-08T21:23:47,0.00%,212.1,421088
prometheus,2025-05-08T21:24:03,0.00%,212.1,421232
prometheus,2025-05-08T21:24:20,0.27%,212.1,421432
prometheus,2025-05-08T21:24:37,1.44%,212.4,421612
prometheus,2025-05-08T21:24:53,0.00%,212.4,421764
prometheus,2025-05-08T21:25:10,1.26%,212.4,421932
prometheus,2025-05-08T21:25:26,0.81%,212.7,422120
prometheus,2025-05-08T21:25:43,0.20%,212.4,422304
prometheus,2025-05-08T21:25:59,0.49%,212.5,422432
prometheus,2025-05-08T21:26:16,0.16%,212.8,422632
prometheus,2025-05-08T21:26:32,8.21%,213.6,422800
prometheus,2025-05-08T21:26:49,0.40%,213.6,422956
prometheus,2025-05-08T21:27:05,1.05%,213.6,423112
prometheus,2025-05-08T21:27:22,0.68%,213.6,423308
prometheus,2025-05-08T21:27:38,0.75%,213.7,423504
prometheus,2025-05-08T21:27:55,0.76%,213.7,423624
prometheus,2025-05-08T21:28:11,0.41%,213.7,423832
prometheus,2025-05-08T21:28:28,0.41%,213.7,423996
prometheus,2025-05-08T21:28:45,0.74%,213.9,424176
prometheus,2025-05-08T21:29:01,0.84%,213.9,424308
prometheus,2025-05-08T21:29:18,0.91%,213.9,424500
prometheus,2025-05-08T21:29:34,0.63%,213.9,424684
prometheus,2025-05-08T21:29:51,1.01%,213.9,424840
prometheus,2025-05-08T21:30:07,1.38%,214,424996
prometheus,2025-05-08T21:30:24,1.25%,213.9,425188
prometheus,2025-05-08T21:30:40,0.33%,214,425388
prometheus,2025-05-08T21:30:57,0.40%,214,425504
prometheus,2025-05-08T21:31:13,0.94%,214,425700
prometheus,2025-05-08T21:31:30,0.55%,214,425864
prometheus,2025-05-08T21:31:46,0.00%,214,426048
prometheus,2025-05-08T21:32:03,0.25%,214,426188
prometheus,2025-05-08T21:32:20,0.89%,214,426380
prometheus,2025-05-08T21:32:36,1.17%,214.4,426568
prometheus,2025-05-08T21:32:53,0.23%,214.2,426716
prometheus,2025-05-08T21:33:09,1.30%,214.2,426880
prometheus,2025-05-08T21:33:26,0.78%,214.2,427072
prometheus,2025-05-08T21:33:42,0.47%,214.2,427260
prometheus,2025-05-08T21:33:59,1.01%,214.2,427384
prometheus,2025-05-08T21:34:15,0.21%,214.2,427588
prometheus,2025-05-08T21:34:32,0.99%,214.3,427744
prometheus,2025-05-08T21:34:48,0.56%,214.6,427912
prometheus,2025-05-08T21:35:05,1.11%,214.3,428060
prometheus,2025-05-08T21:35:21,1.31%,214.3,428256
prometheus,2025-05-08T21:35:38,0.42%,214.3,428460
prometheus,2025-05-08T21:35:54,0.17%,214.3,428580
prometheus,2025-05-08T21:36:11,0.77%,214.3,428772
prometheus,2025-05-08T21:36:28,0.22%,214.4,428948
prometheus,2025-05-08T21:36:44,0.25%,214.7,429132
prometheus,2025-05-08T21:37:01,1.35%,214.7,429260
prometheus,2025-05-08T21:37:17,0.65%,215,429452
prometheus,2025-05-08T21:37:34,0.69%,214.8,429640
prometheus,2025-05-08T21:37:50,1.33%,214.8,429784
prometheus,2025-05-08T21:38:07,0.39%,215.1,429944
prometheus,2025-05-08T21:38:23,0.85%,214.8,430136
prometheus,2025-05-08T21:38:40,0.07%,214.8,430340
prometheus,2025-05-08T21:38:56,0.48%,214.8,430448
prometheus,2025-05-08T21:39:13,1.02%,214.9,430652
prometheus,2025-05-08T21:39:29,0.46%,214.8,430816
prometheus,2025-05-08T21:39:46,0.00%,214.8,431000
prometheus,2025-05-08T21:40:02,0.21%,214.9,431140
prometheus,2025-05-08T21:40:19,0.84%,214.9,431332
prometheus,2025-05-08T21:40:36,0.28%,215,431520
prometheus,2025-05-08T21:40:52,0.31%,214.9,431672
prometheus,2025-05-08T21:41:09,1.27%,215,431824
prometheus,2025-05-08T21:41:25,0.21%,215,432024
prometheus,2025-05-08T21:41:42,0.80%,215,432204
prometheus,2025-05-08T21:41:58,1.13%,215,432324
prometheus,2025-05-08T21:42:15,0.49%,215,432532
prometheus,2025-05-08T21:42:31,1.33%,215,432688
prometheus,2025-05-08T21:42:48,0.59%,215,432860
prometheus,2025-05-08T21:43:04,1.06%,215,434576
prometheus,2025-05-08T21:43:21,1.00%,215.1,434776
prometheus,2025-05-08T21:43:37,0.22%,215.1,434980
prometheus,2025-05-08T21:43:54,0.07%,215.1,435104
prometheus,2025-05-08T21:44:11,0.80%,215.4,435292
prometheus,2025-05-08T21:44:27,0.00%,215.1,435476
prometheus,2025-05-08T21:44:44,0.56%,215.1,435648
prometheus,2025-05-08T21:45:00,1.09%,215.1,435784
prometheus,2025-05-08T21:45:17,0.36%,215.1,435976
prometheus,2025-05-08T21:45:33,1.09%,215.1,436152
prometheus,2025-05-08T21:45:50,0.93%,215.4,436304
prometheus,2025-05-08T21:46:06,0.35%,215.1,436464
prometheus,2025-05-08T21:46:23,0.55%,215.1,436660
prometheus,2025-05-08T21:46:39,0.97%,215.2,436852
prometheus,2025-05-08T21:46:56,0.40%,215.2,436972
prometheus,2025-05-08T21:47:12,0.30%,215.2,437176
prometheus,2025-05-08T21:47:29,0.30%,215.2,437340
prometheus,2025-05-08T21:47:46,0.00%,215.2,437528
prometheus,2025-05-08T21:48:02,0.69%,215.2,437660
prometheus,2025-05-08T21:48:19,0.49%,215.2,437856
prometheus,2025-05-08T21:48:35,0.70%,215.2,438036
prometheus,2025-05-08T21:48:52,0.00%,215.2,438196
prometheus,2025-05-08T21:49:08,0.52%,215.2,438352
prometheus,2025-05-08T21:49:25,0.73%,215.3,438544
prometheus,2025-05-08T21:49:41,0.52%,215.3,438732
prometheus,2025-05-08T21:49:58,0.92%,215.5,438848
prometheus,2025-05-08T21:50:14,1.11%,215.3,439052
prometheus,2025-05-08T21:50:31,0.64%,215.3,439212
prometheus,2025-05-08T21:50:47,0.45%,215.3,439388
prometheus,2025-05-08T21:51:04,0.51%,215.3,439532
prometheus,2025-05-08T21:51:20,0.88%,215.3,439732
prometheus,2025-05-08T21:51:37,0.77%,215.3,439928
prometheus,2025-05-08T21:51:54,0.00%,215.3,440064
prometheus,2025-05-08T21:52:10,1.15%,215.3,440240
prometheus,2025-05-08T21:52:27,0.64%,215.3,440428
prometheus,2025-05-08T21:52:43,0.99%,215.4,440604
prometheus,2025-05-08T21:53:00,0.26%,215.4,440740
prometheus,2025-05-08T21:53:16,0.25%,215.4,440936
prometheus,2025-05-08T21:53:33,0.88%,215.7,441108
prometheus,2025-05-08T21:53:49,0.48%,215.4,441264
prometheus,2025-05-08T21:54:06,0.64%,215.4,441420
prometheus,2025-05-08T21:54:22,0.21%,215.4,441620
prometheus,2025-05-08T21:54:39,1.08%,215.6,441812
prometheus,2025-05-08T21:54:55,0.97%,215.5,441924
prometheus,2025-05-08T21:55:12,0.23%,215.5,442132
prometheus,2025-05-08T21:55:29,0.24%,215.5,442296
prometheus,2025-05-08T21:55:45,0.45%,215.5,442480
prometheus,2025-05-08T21:56:02,1.00%,215.5,442612
prometheus,2025-05-08T21:56:18,0.82%,215.5,442808
prometheus,2025-05-08T21:56:35,0.93%,215.5,442992
prometheus,2025-05-08T21:56:51,0.20%,215.5,443152
prometheus,2025-05-08T21:57:08,1.22%,215.8,443300
prometheus,2025-05-08T21:57:24,1.00%,215.9,443496
prometheus,2025-05-08T21:57:41,0.19%,216.2,443688
prometheus,2025-05-08T21:57:57,0.88%,216.5,443800
prometheus,2025-05-08T21:58:14,0.62%,216.7,444012
prometheus,2025-05-08T21:58:30,0.85%,216.8,444164
prometheus,2025-05-08T21:58:47,0.00%,217.2,444348
prometheus,2025-05-08T21:59:03,0.00%,217.2,444492
prometheus,2025-05-08T21:59:20,0.23%,217.3,444688
prometheus,2025-05-08T21:59:37,1.79%,217.7,444872
prometheus,2025-05-08T21:59:53,0.00%,217.5,445020
prometheus,2025-05-08T22:00:10,1.40%,217.6,445192
prometheus,2025-05-08T22:00:26,1.08%,218.9,445376
prometheus,2025-05-08T22:00:43,0.24%,223.8,445560
prometheus,2025-05-08T22:00:59,0.74%,223.9,445688
prometheus,2025-05-08T22:01:16,0.17%,226.8,466240
